Name,Age,GPA,Credits Completed,Year,Pathway
Kyan Manukyan,17,4.27,23,Freshman,Early Childhood Education
Ben Miller,17,1.11,56,Victory Lap,Early College
Aiden Smith,17,3.88,60,Junior,Culinary
Rachel Wilson,16,2.5,43,Junior,Early College
Danielle Anderson,16,1.93,3,Sophomore,Criminal Justice
Elijah Foster,16,2.3,56,Freshman,Early Childhood Education
Kyan Miller,16,4.25,16,Victory Lap,Marketing
Emmy Wilson,18,1.78,5,Freshman,Engineering
Eliana Wilson,18,2.65,5,Sophomore,Criminal Justice
Ben Manukyan,14,2.04,38,Senior,Early Childhood Education
Jane DeFreitas,14,1.83,14,Sophomore,Early Childhood Education
Aiden Willaims,15,1.52,33,Senior,Early Childhood Education
Lisa DeFreitas,16,1.76,22,Freshman,Criminal Justice
Jill Miller,16,4.11,24,Sophomore,Construction
Keaton Anderson,19,3.01,26,Freshman,Bio Med
Elijah Miller,15,2.16,53,Freshman,Early Childhood Education
Andrew Manukyan,18,3.36,0,Victory Lap,Criminal Justice
Aiden Davis,18,3.13,6,Senior,Early College
Lucian Smith,19,3.78,4,Victory Lap,Marketing
Noah Johnson,16,2.82,44,Freshman,Computer Science
Noah Moore,17,1.61,12,Freshman,Computer Science
Elijah Wilson,18,3.32,22,Sophomore,Construction
Elijah Miller,16,1.22,15,Junior,Marketing
Noah Miller,18,3.42,1,Freshman,Business
Rachel Willaims,18,1.59,36,Sophomore,Marketing
Van Miller,17,0.95,25,Sophomore,Criminal Justice
Andrew Smith,16,3.21,43,Victory Lap,Computer Science
Van Willaims,18,1.05,54,Senior,Construction
Lisa Davis,14,3.41,35,Victory Lap,Bio Med
Alexis Anderson,18,1.33,17,Freshman,Computer Science
Rachel Moore,18,2.67,7,Sophomore,Marketing
Jane Smith,19,1.58,32,Senior,Engineering
Alexis Smith,16,3.65,17,Victory Lap,Criminal Justice
Aiden Moore,14,4.04,20,Junior,Early College
Noah Garcia,18,3.95,12,Freshman,Business
Emmy Garcia,17,0.48,26,Junior,Construction
Benedict Willaims,18,1.7,12,Freshman,Construction
Danielle Brown,16,2.72,2,Senior,Early Childhood Education
Danielle DeFreitas,17,3.61,9,Sophomore,Business
Katerina Miller,19,3.94,34,Sophomore,Culinary
Van Wilson,17,3.71,24,Sophomore,Marketing
Kyan Brown,17,3.96,29,Freshman,Bio Med
Aiden Anderson,17,1.84,13,Victory Lap,Criminal Justice
Katerina Manukyan,16,0.83,54,Sophomore,Engineering
Van Davis,18,2.75,5,Sophomore,Early Childhood Education
Kaden Willaims,19,3.72,41,Freshman,Culinary
Joe DeFreitas,17,3.04,30,Junior,Culinary
Benedict Moore,16,1.92,29,Freshman,Business
Keaton DeFreitas,16,3.42,39,Junior,Construction
Joe Garcia,15,0.85,2,Freshman,Early College
Andrew DeFreitas,18,3.82,9,Freshman,Construction
Emma Wilson,17,0.42,36,Sophomore,Construction
Ben Wilson,19,0.42,31,Junior,Criminal Justice
Kyan Fogarty,17,1.0,47,Victory Lap,Criminal Justice
Rachel DeFreitas,14,0.66,27,Freshman,Marketing
Andrew DeFreitas,15,2.65,52,Senior,Early College
Kaden Brown,18,4.27,6,Freshman,Bio Med
Keaton DeFreitas,15,0.9,51,Sophomore,Construction
Emma Willaims,18,3.57,27,Victory Lap,Business
Marge Garcia,15,3.01,36,Freshman,Criminal Justice
Emma DeFreitas,16,0.75,20,Freshman,Early College
Elijah DeFreitas,15,1.92,34,Freshman,Bio Med
Noah Davis,14,4.15,0,Senior,Early Childhood Education
Ben Manukyan,16,4.16,32,Senior,Bio Med
Keaton Manukyan,16,2.81,23,Sophomore,Computer Science
Van Garcia,17,1.05,7,Junior,Computer Science
Kaden Willaims,19,3.0,44,Junior,Early College
Emma Miller,14,1.2,28,Senior,Construction
Van Fogarty,19,1.87,58,Senior,Early Childhood Education
Emmy Anderson,17,1.38,21,Freshman,Criminal Justice
Alexis DeFreitas,14,1.63,38,Sophomore,Culinary
Lucian Manukyan,14,2.94,23,Freshman,Criminal Justice
Alexis Davis,17,2.72,40,Senior,Early Childhood Education
Elijah DeFreitas,14,3.61,30,Freshman,Marketing
Lisa Smith,19,0.78,31,Sophomore,Culinary
Joe Johnson,19,0.97,42,Freshman,Criminal Justice
Lisa Miller,18,2.83,0,Freshman,Construction
Benedict Wilson,18,1.01,39,Senior,Early College
Mac Manukyan,14,3.83,40,Victory Lap,Culinary
Jane DeFreitas,14,3.29,1,Senior,Business
Emma Moore,17,2.55,40,Victory Lap,Bio Med
Lucian Brown,15,0.9,33,Victory Lap,Engineering
Kaden Foster,14,0.42,17,Junior,Computer Science
Emma Brown,19,1.66,0,Sophomore,Bio Med
Ben Jones,18,1.9,55,Sophomore,Business
Elijah Smith,17,3.06,45,Junior,Engineering
Rachel Anderson,15,3.56,13,Sophomore,Computer Science
Noah Brown,17,3.0,40,Junior,Early Childhood Education
Jill Johnson,18,3.72,13,Senior,Business
Lisa Willaims,16,4.04,36,Sophomore,Criminal Justice
Roman Willaims,17,4.01,2,Freshman,Business
Emmy Fogarty,17,2.91,38,Freshman,Computer Science
Noah Johnson,16,2.46,23,Victory Lap,Engineering
Van Foster,16,1.68,34,Junior,Criminal Justice
Roman Manukyan,19,1.26,48,Senior,Construction
Ben DeFreitas,19,3.75,59,Freshman,Marketing
Joe Smith,18,0.42,56,Freshman,Early College
Marge Moore,14,1.06,46,Junior,Bio Med
Roman Fogarty,18,2.76,23,Senior,Marketing
Marge Smith,14,3.53,31,Sophomore,Early Childhood Education
Eliana Willaims,17,2.75,17,Senior,Computer Science
Rachel DeFreitas,17,2.99,19,Victory Lap,Culinary
Katerina Garcia,18,2.44,46,Sophomore,Engineering
Danielle Foster,16,2.26,15,Junior,Criminal Justice
Kyan Jones,15,2.11,23,Freshman,Early College
Eliana Manukyan,18,0.58,1,Sophomore,Early Childhood Education
Joe Fogarty,19,0.56,46,Freshman,Criminal Justice
Keaton DeFreitas,17,3.02,1,Senior,Business
Ben Manukyan,18,3.6,34,Junior,Criminal Justice
Benedict Fogarty,14,0.65,32,Senior,Culinary
Andrew Manukyan,19,1.6,18,Sophomore,Engineering
Aiden Anderson,14,0.35,33,Freshman,Early College
Keaton Anderson,18,2.93,18,Freshman,Early College
Alexis Miller,16,3.92,18,Freshman,Marketing
Kaden Anderson,15,3.12,9,Sophomore,Marketing
Keaton Foster,19,0.99,21,Senior,Computer Science
Danielle Anderson,17,2.84,24,Victory Lap,Construction
Eliana Garcia,14,2.24,22,Sophomore,Early College
Emma Jones,16,3.62,22,Victory Lap,Marketing
Aiden Davis,19,1.61,57,Victory Lap,Construction
Kaden Fogarty,17,1.75,15,Junior,Bio Med
Kaden Moore,18,1.52,26,Sophomore,Bio Med
Emma Jones,18,0.85,57,Sophomore,Business
Rachel Willaims,17,3.47,9,Senior,Marketing
Benedict Davis,14,2.82,46,Victory Lap,Engineering
Lisa Smith,18,2.71,45,Victory Lap,Criminal Justice
Lucian Garcia,18,2.25,52,Junior,Early Childhood Education
Emmy Moore,15,0.76,42,Sophomore,Bio Med
Noah Brown,19,1.13,34,Senior,Early Childhood Education
Rachel Miller,19,3.72,37,Victory Lap,Culinary
Kyan Manukyan,15,0.42,35,Victory Lap,Early Childhood Education
Rachel Davis,19,2.59,2,Junior,Early College
Keaton Brown,14,2.81,1,Junior,Early College
Mac Garcia,18,1.83,54,Sophomore,Culinary
Roman Moore,18,2.26,42,Victory Lap,Early Childhood Education
Kaden Manukyan,17,3.77,25,Victory Lap,Construction
Aiden Jones,16,1.59,59,Senior,Culinary
Kyan Fogarty,16,0.48,33,Senior,Culinary
Danielle Miller,18,3.95,0,Senior,Construction
Jane Davis,16,1.96,56,Junior,Early Childhood Education
Katerina Jones,19,2.41,36,Freshman,Early Childhood Education
Kyan Jones,15,2.43,10,Senior,Business
Van DeFreitas,16,2.64,3,Junior,Marketing
Emmy Davis,17,1.39,25,Freshman,Computer Science
Lucian Miller,18,3.88,17,Sophomore,Early College
Emmy Wilson,19,4.21,23,Freshman,Bio Med
Roman Garcia,16,0.91,8,Freshman,Business
Elijah Wilson,16,0.97,36,Sophomore,Business
Katerina Smith,18,3.07,19,Sophomore,Early Childhood Education
Emmy Wilson,15,1.95,47,Sophomore,Early Childhood Education
Rachel DeFreitas,16,3.1,57,Victory Lap,Business
Mac Manukyan,17,3.86,2,Senior,Early College
Katerina Fogarty,17,3.73,23,Sophomore,Early Childhood Education
Noah Foster,18,3.9,22,Junior,Culinary
Benedict Davis,15,3.38,29,Senior,Computer Science
Danielle Miller,17,3.56,33,Sophomore,Early Childhood Education
Keaton Willaims,14,1.85,51,Junior,Culinary
Eliana Johnson,19,1.05,13,Freshman,Early Childhood Education
Keaton Davis,17,3.77,24,Junior,Construction
Kaden Moore,16,2.4,13,Freshman,Computer Science
Jane Miller,17,0.75,21,Sophomore,Bio Med
Lisa DeFreitas,17,1.96,28,Senior,Marketing
Kaden Smith,19,2.58,33,Freshman,Early Childhood Education
Marge DeFreitas,14,0.96,5,Freshman,Engineering
Alexis Willaims,15,0.31,38,Junior,Business
Aiden Wilson,16,2.72,30,Freshman,Computer Science
Ben Wilson,18,1.66,38,Freshman,Early Childhood Education
Andrew Foster,19,2.72,17,Freshman,Criminal Justice
Emma DeFreitas,19,0.34,34,Junior,Early College
Danielle Manukyan,14,4.06,16,Junior,Construction
Emmy Willaims,16,1.32,22,Freshman,Marketing
Keaton Willaims,18,2.25,24,Senior,Bio Med
Kyan Wilson,15,0.81,47,Freshman,Criminal Justice
Ben Fogarty,15,1.1,43,Sophomore,Engineering
Katerina Anderson,18,3.15,16,Sophomore,Bio Med
Joe Brown,19,4.03,58,Junior,Early College
Van Fogarty,16,1.31,47,Junior,Bio Med
Katerina Jones,14,3.34,35,Sophomore,Bio Med
Aiden DeFreitas,17,1.06,53,Freshman,Early Childhood Education
Rachel Manukyan,14,1.05,12,Junior,Construction
Mac Manukyan,14,3.03,60,Junior,Marketing
Lucian Davis,16,3.06,37,Victory Lap,Early Childhood Education
Eliana Davis,18,0.88,42,Junior,Criminal Justice
Rachel Garcia,14,1.0,16,Senior,Bio Med
Roman Wilson,15,3.88,23,Freshman,Marketing
Lisa Wilson,16,3.63,4,Junior,Computer Science
Keaton Davis,16,2.42,60,Senior,Bio Med
Marge Miller,18,0.41,43,Junior,Early Childhood Education
Eliana Garcia,18,0.54,38,Victory Lap,Marketing
Mac Garcia,18,3.94,57,Senior,Business
Van Johnson,15,4.21,19,Victory Lap,Early Childhood Education
Roman Garcia,15,4.25,16,Senior,Early Childhood Education
Alexis Garcia,16,3.13,45,Junior,Early Childhood Education
Van Garcia,16,1.07,0,Senior,Marketing
Joe Foster,19,0.43,40,Freshman,Culinary
Elijah Jones,15,3.29,39,Freshman,Construction
Jill Jones,17,0.65,46,Victory Lap,Culinary
Emma Garcia,14,4.04,1,Victory Lap,Business
Rachel Davis,19,3.08,31,Senior,Criminal Justice
Keaton Manukyan,16,1.94,60,Senior,Early College
Benedict Miller,16,3.18,42,Freshman,Culinary
Lisa Miller,19,2.4,13,Victory Lap,Engineering
Emmy DeFreitas,15,1.74,12,Victory Lap,Marketing
Marge Jones,15,1.1,49,Victory Lap,Business
Aiden Wilson,16,1.35,16,Junior,Engineering
Marge Wilson,16,3.33,42,Freshman,Bio Med
Danielle Moore,19,1.51,5,Junior,Culinary
Benedict Willaims,19,1.55,41,Senior,Computer Science
Lisa DeFreitas,18,3.67,50,Victory Lap,Culinary
Benedict Davis,15,1.94,40,Sophomore,Construction
Emma Miller,14,2.51,11,Junior,Early Childhood Education
Mac Brown,15,1.14,42,Sophomore,Computer Science
Lucian Anderson,14,4.04,21,Senior,Early College
Ben Jones,14,2.59,31,Sophomore,Early Childhood Education
Benedict Anderson,15,3.97,14,Junior,Engineering
Benedict Fogarty,19,1.98,7,Freshman,Culinary
Benedict Brown,16,4.3,40,Junior,Bio Med
Alexis Moore,16,3.81,4,Senior,Early Childhood Education
Lisa Davis,17,1.61,40,Victory Lap,Marketing
Andrew Fogarty,17,2.17,46,Sophomore,Computer Science
Eliana Garcia,16,0.57,57,Junior,Computer Science
Benedict Manukyan,16,4.08,13,Sophomore,Engineering
Aiden Smith,18,0.74,55,Junior,Engineering
Eliana Willaims,18,1.15,30,Junior,Criminal Justice
Marge Johnson,17,3.61,43,Sophomore,Early Childhood Education
Emma Garcia,17,1.07,30,Senior,Business
Lisa Anderson,16,2.25,18,Senior,Marketing
Jane Johnson,18,1.03,2,Senior,Bio Med
Ben Smith,14,1.7,3,Freshman,Bio Med
Jane Willaims,16,3.91,37,Senior,Business
Lisa Anderson,14,2.47,28,Sophomore,Computer Science
Ben Davis,16,1.92,54,Freshman,Marketing
Kaden DeFreitas,16,4.16,39,Freshman,Computer Science
Emmy Fogarty,15,0.93,23,Victory Lap,Construction
Emma Smith,15,2.16,45,Sophomore,Construction
Lisa Brown,16,1.86,47,Freshman,Early College
Alexis Anderson,17,2.67,10,Freshman,Early Childhood Education
Benedict Miller,17,2.84,53,Senior,Computer Science
Marge Brown,19,2.9,0,Junior,Culinary
Elijah Brown,17,3.14,11,Senior,Business
Lisa Anderson,15,2.52,39,Senior,Engineering
Danielle Manukyan,17,4.13,55,Senior,Marketing
Ben Smith,16,2.09,40,Senior,Computer Science
Kaden Jones,19,0.73,6,Freshman,Construction
Jill Anderson,18,4.08,6,Junior,Construction
Katerina Foster,14,3.75,14,Junior,Engineering
Jill Miller,19,3.04,15,Freshman,Criminal Justice
Emmy Foster,15,3.08,25,Freshman,Early Childhood Education
Kaden Fogarty,15,1.27,59,Sophomore,Bio Med
Joe DeFreitas,17,2.25,1,Junior,Engineering
Emmy Moore,17,3.84,3,Victory Lap,Culinary
Aiden Fogarty,16,3.35,28,Freshman,Early Childhood Education
Joe Moore,16,1.68,34,Junior,Bio Med
Lisa Jones,17,1.73,4,Sophomore,Business
Andrew Wilson,14,0.56,20,Junior,Culinary
Noah Garcia,19,2.35,58,Victory Lap,Engineering
Danielle Willaims,15,1.61,19,Junior,Business
Elijah Jones,17,2.24,58,Sophomore,Culinary
Jane Manukyan,17,0.54,47,Victory Lap,Engineering
Kyan Willaims,19,2.18,34,Sophomore,Computer Science
Marge Wilson,14,2.49,27,Freshman,Criminal Justice
Danielle DeFreitas,14,3.65,16,Junior,Early Childhood Education
Rachel Garcia,18,3.22,20,Junior,Culinary
Joe Wilson,15,1.36,2,Victory Lap,Criminal Justice
Rachel Smith,17,0.72,2,Junior,Early College
Emmy Miller,18,3.26,31,Victory Lap,Culinary
Marge Garcia,16,3.07,44,Junior,Computer Science
Lisa Anderson,19,2.13,48,Freshman,Construction
Joe Foster,19,2.4,57,Sophomore,Criminal Justice
Rachel Miller,14,2.47,35,Sophomore,Culinary
Aiden Miller,18,2.92,17,Junior,Construction
Lucian Fogarty,15,4.29,57,Senior,Early College
Emma Foster,19,2.91,31,Junior,Construction
Joe Garcia,16,2.85,17,Junior,Engineering
Katerina Foster,16,3.68,10,Sophomore,Criminal Justice
Elijah Jones,15,1.64,29,Freshman,Construction
Andrew Johnson,16,2.61,2,Sophomore,Engineering
Lisa Willaims,15,2.09,58,Victory Lap,Criminal Justice
Emmy Jones,19,2.88,42,Victory Lap,Marketing
Rachel Miller,14,1.81,34,Junior,Engineering
Lisa Garcia,17,3.02,38,Junior,Business
Eliana Davis,19,3.69,20,Senior,Early Childhood Education
Lisa Miller,17,1.98,22,Senior,Bio Med
Van Smith,17,3.2,23,Sophomore,Criminal Justice
Kaden Brown,15,1.28,20,Victory Lap,Construction
Joe Wilson,16,0.84,36,Senior,Bio Med
Ben Garcia,18,4.26,5,Sophomore,Early College
Benedict Johnson,18,1.02,9,Sophomore,Early College
Danielle Jones,17,3.27,28,Victory Lap,Computer Science
Elijah Anderson,15,3.63,3,Senior,Early College
Noah Smith,16,1.11,60,Senior,Marketing
Eliana DeFreitas,17,1.82,52,Senior,Marketing
Kaden Davis,18,1.97,6,Senior,Criminal Justice
Van Moore,18,2.47,23,Sophomore,Culinary
Katerina Garcia,14,2.05,41,Victory Lap,Business
Benedict Brown,16,1.01,32,Freshman,Bio Med
Elijah Moore,17,3.1,25,Freshman,Bio Med
Ben Garcia,19,0.7,48,Victory Lap,Engineering
Kyan Johnson,15,3.85,11,Senior,Marketing
Roman Moore,19,3.49,3,Junior,Bio Med
Roman Smith,18,3.36,28,Freshman,Construction
Aiden DeFreitas,15,3.87,37,Junior,Engineering
Benedict Davis,19,0.53,7,Freshman,Computer Science
Katerina Johnson,18,0.62,29,Senior,Marketing
Aiden Smith,18,3.88,13,Senior,Business
Noah Willaims,17,3.66,37,Junior,Culinary
Aiden Fogarty,15,0.95,24,Junior,Business
Ben Brown,15,4.07,38,Sophomore,Engineering
Andrew DeFreitas,18,2.27,18,Junior,Marketing
Mac Davis,19,1.57,18,Senior,Engineering
Roman Anderson,19,3.44,50,Freshman,Engineering
Kaden Miller,17,1.9,29,Victory Lap,Culinary
Andrew Anderson,14,2.03,44,Sophomore,Early Childhood Education
Emma Wilson,18,2.46,41,Freshman,Engineering
Lucian Garcia,15,2.39,9,Freshman,Criminal Justice
Lucian Foster,17,0.41,58,Freshman,Criminal Justice
Andrew Anderson,14,2.74,48,Freshman,Early College
Alexis Moore,18,3.16,53,Sophomore,Construction
Elijah Fogarty,18,1.05,18,Senior,Engineering
Rachel Manukyan,14,2.76,18,Senior,Culinary
Mac Garcia,14,2.06,11,Senior,Early College
Joe Manukyan,14,1.61,39,Freshman,Construction
Joe DeFreitas,17,0.53,8,Victory Lap,Bio Med
Rachel Willaims,19,3.68,34,Junior,Criminal Justice
Ben Brown,14,2.77,5,Senior,Computer Science
Emma Manukyan,14,0.74,39,Junior,Criminal Justice
Emmy Anderson,17,3.16,35,Freshman,Culinary
Aiden Davis,16,2.71,58,Sophomore,Bio Med
Emmy Moore,14,0.51,42,Senior,Bio Med
Benedict Willaims,19,2.44,60,Freshman,Business
Rachel Moore,17,3.33,49,Victory Lap,Business
Mac Manukyan,18,3.37,29,Sophomore,Early College
Marge Brown,18,1.02,1,Victory Lap,Construction
Kyan Johnson,18,2.46,25,Freshman,Early College
Ben Fogarty,16,1.98,41,Senior,Business
Elijah Smith,17,1.6,24,Sophomore,Business
Kyan Garcia,18,4.16,29,Freshman,Criminal Justice
Roman Jones,19,1.48,29,Sophomore,Criminal Justice
Andrew Smith,15,1.38,45,Sophomore,Marketing
Mac DeFreitas,14,3.77,4,Senior,Early Childhood Education
Lisa Garcia,16,2.0,42,Sophomore,Criminal Justice
Keaton Anderson,18,2.7,11,Senior,Computer Science
Kyan Willaims,15,2.98,57,Senior,Bio Med
Katerina Manukyan,19,1.05,35,Freshman,Culinary
Danielle Smith,17,1.07,33,Sophomore,Early College
Aiden Garcia,14,3.56,53,Victory Lap,Engineering
Van Garcia,14,0.91,51,Sophomore,Computer Science
Joe Anderson,14,0.46,34,Freshman,Business
Rachel Moore,14,0.57,11,Senior,Early College
Lisa Miller,15,2.62,16,Sophomore,Computer Science
Lucian DeFreitas,15,1.88,38,Freshman,Criminal Justice
Kyan Garcia,16,4.12,58,Junior,Business
Andrew Moore,16,1.38,2,Sophomore,Early Childhood Education
Lucian DeFreitas,15,2.62,3,Sophomore,Marketing
Alexis DeFreitas,16,0.37,44,Freshman,Bio Med
Jane Anderson,16,0.31,52,Sophomore,Construction
Eliana Johnson,17,2.56,14,Sophomore,Early College
Mac Davis,15,4.11,5,Senior,Engineering
Mac Brown,18,4.27,52,Sophomore,Engineering
Joe Garcia,18,2.67,16,Victory Lap,Business
Eliana Moore,19,1.89,52,Victory Lap,Bio Med
Joe DeFreitas,16,1.56,15,Victory Lap,Marketing
Van Manukyan,16,0.52,48,Sophomore,Engineering
Eliana Foster,18,0.52,18,Freshman,Early College
Emma Smith,15,1.38,32,Senior,Criminal Justice
Kyan Davis,17,0.64,9,Junior,Engineering
Katerina Brown,17,2.33,8,Freshman,Culinary
Lucian Moore,18,1.34,12,Sophomore,Construction
Van Johnson,18,1.63,26,Victory Lap,Culinary
Lucian Foster,15,2.0,30,Freshman,Criminal Justice
Kaden Fogarty,18,2.38,4,Junior,Computer Science
Kyan Manukyan,14,2.89,49,Junior,Marketing
Emma Moore,18,1.14,18,Sophomore,Construction
Roman Smith,14,1.37,20,Junior,Criminal Justice
Van Miller,15,0.78,8,Sophomore,Business
Noah Davis,19,2.12,20,Victory Lap,Culinary
Kaden Davis,14,4.26,50,Freshman,Computer Science
Noah Anderson,14,0.98,39,Junior,Early College
Kaden Moore,19,2.82,1,Junior,Early Childhood Education
Noah Jones,18,0.76,13,Junior,Computer Science
Alexis Smith,14,2.94,1,Senior,Culinary
Ben Anderson,14,3.43,22,Senior,Construction
Noah Anderson,14,1.91,34,Victory Lap,Construction
Danielle Manukyan,17,3.45,22,Freshman,Early College
Elijah Davis,17,3.25,35,Victory Lap,Marketing
Noah Anderson,16,4.22,17,Senior,Business
Rachel Willaims,18,2.28,4,Senior,Culinary
Kaden Brown,15,4.29,8,Freshman,Business
Rachel Manukyan,14,3.42,32,Victory Lap,Culinary
Joe Fogarty,14,1.17,40,Junior,Engineering
Rachel Jones,15,3.4,41,Freshman,Bio Med
Emma Foster,17,4.23,45,Junior,Criminal Justice
Noah Miller,18,0.75,36,Victory Lap,Computer Science
Marge Miller,18,4.27,2,Sophomore,Early College
Noah Willaims,15,1.2,9,Sophomore,Early College
Noah Moore,16,0.69,46,Freshman,Early Childhood Education
Alexis DeFreitas,14,4.0,19,Freshman,Early Childhood Education
Andrew Brown,15,1.95,50,Freshman,Business
Noah Willaims,17,2.13,53,Freshman,Construction
Emmy Miller,14,1.85,16,Victory Lap,Bio Med
Alexis Davis,15,2.89,36,Junior,Bio Med
Jill Davis,18,3.83,56,Freshman,Engineering
Andrew Foster,19,3.47,16,Senior,Marketing
Katerina Jones,16,1.64,29,Victory Lap,Marketing
Kaden Garcia,19,3.67,58,Senior,Construction
Keaton Smith,17,2.29,10,Senior,Early College
Joe Brown,14,3.72,50,Freshman,Criminal Justice
Katerina Jones,18,2.19,2,Sophomore,Construction
Van Jones,14,1.79,7,Sophomore,Computer Science
Mac Jones,18,2.66,24,Freshman,Marketing
Marge Moore,18,1.99,12,Victory Lap,Early Childhood Education
Kaden Willaims,18,1.95,39,Junior,Criminal Justice
Elijah Davis,16,2.14,43,Sophomore,Bio Med
Joe Miller,17,3.47,36,Junior,Criminal Justice
Alexis Moore,14,3.61,25,Senior,Computer Science
Jane Miller,17,0.89,36,Senior,Marketing
Mac Johnson,14,2.65,49,Victory Lap,Computer Science
Jill Brown,14,2.01,21,Senior,Engineering
Jane Brown,16,2.89,44,Sophomore,Criminal Justice
Ben Foster,14,2.83,46,Victory Lap,Computer Science
Andrew Anderson,14,2.03,7,Sophomore,Construction
Noah Fogarty,19,0.57,27,Freshman,Computer Science
Emma Davis,16,2.66,56,Victory Lap,Early College
Alexis DeFreitas,16,3.45,51,Freshman,Early Childhood Education
Noah Moore,17,3.88,6,Sophomore,Construction
Rachel Wilson,16,1.88,24,Senior,Marketing
Mac Davis,17,0.64,3,Freshman,Computer Science
Benedict Smith,15,0.94,7,Freshman,Computer Science
Alexis Johnson,18,0.73,51,Senior,Bio Med
Mac Manukyan,16,1.14,21,Junior,Business
Roman Willaims,18,2.64,56,Junior,Bio Med
Marge Fogarty,14,3.38,39,Freshman,Early Childhood Education
Joe DeFreitas,18,3.97,20,Sophomore,Culinary
Van Anderson,19,2.75,12,Victory Lap,Early College
Emmy Wilson,15,3.08,28,Victory Lap,Construction
Marge Miller,18,2.36,46,Victory Lap,Bio Med
Lucian Willaims,17,0.94,22,Sophomore,Early Childhood Education
Eliana Foster,16,0.79,46,Senior,Early Childhood Education
Keaton Fogarty,15,3.55,2,Junior,Early Childhood Education
Lisa Jones,16,2.34,39,Freshman,Early College
Kaden Moore,19,0.82,5,Freshman,Engineering
Kaden DeFreitas,14,0.87,22,Junior,Criminal Justice
Mac Anderson,19,3.11,35,Freshman,Engineering
Rachel Brown,17,2.61,52,Senior,Business
Emma DeFreitas,15,1.88,29,Sophomore,Business
Jill Moore,15,1.28,14,Freshman,Criminal Justice
Aiden Wilson,14,0.68,19,Senior,Business
Kaden Garcia,17,1.49,41,Senior,Engineering
Emmy Miller,18,2.8,49,Victory Lap,Business
