Student Name,Entity,% Enr,Student Type,Race,Days Absent,Days Present,Days Possible,Percent Atnd,Ave Dly Attend,Days Excused,Days Unexc,Ave Dly Mbr,Calendar,Hisp/Lat,Current Date,Student Number,Current Grade,Guardian Name,Guardian Phone,Counselor,Counselor Email,Dean Name,Dean Email
Ben Wilson,Penn High School,Full Time,High School,Asian,15,167,180,86%,80%,9,8,10,Gold/Black,No,09/25/2025,488431,Freshman,Ben Fogarty,219-555-8693,Mr. Brown,jones@example.com,Mr. White,white@example.com
Joe Wilson,Penn High School,Full Time,High School,Other,19,163,180,83%,81%,4,1,10,Gold/Black,Yes,09/25/2025,622204,Junior,Roman Johnson,219-555-8440,Mr. Brown,jones@example.com,Ms. Green,green@example.com
Jane Willaims,Penn High School,Full Time,High School,Asian,17,159,180,81%,84%,5,6,10,Gold/Black,No,09/25/2025,238743,Freshman,Noah Brown,219-555-5739,Mr. Smith,jones@example.com,Mr. Blue,blue@example.com
Katerina Foster,Penn High School,Full Time,High School,Hispanic,5,154,180,89%,87%,5,9,10,Gold/Black,No,09/25/2025,910652,Freshman,Danielle Manukyan,219-555-2284,Ms. Jones,williams@example.com,Ms. Green,white@example.com
Alexis Moore,Penn High School,Full Time,High School,Hispanic,19,154,180,90%,92%,0,7,10,Gold/Black,Yes,09/25/2025,584920,Senior,Noah Johnson,219-555-7369,Ms. Jones,jones@example.com,Mr. White,white@example.com
Andrew Davis,Penn High School,Full Time,High School,Hispanic,9,177,180,95%,83%,6,5,10,Gold/Black,Yes,09/25/2025,348858,Junior,Jane Fogarty,219-555-7080,Mr. Smith,jones@example.com,Ms. Green,green@example.com
Lisa Miller,Penn High School,Full Time,High School,Hispanic,16,159,180,98%,88%,5,6,10,Gold/Black,Yes,09/25/2025,400137,Senior,Andrew Brown,219-555-3705,Mr. Smith,williams@example.com,Mr. White,red@example.com
Ben Johnson,Penn High School,Full Time,High School,Asian,16,179,180,95%,87%,0,9,10,Gold/Black,No,09/25/2025,589596,Senior,Lisa Moore,219-555-4244,Mrs. Williams,brown@example.com,Mr. Blue,white@example.com
Elijah Anderson,Penn High School,Full Time,High School,Black,10,165,180,91%,90%,7,4,10,Gold/Black,Yes,09/25/2025,646010,Junior,Ben Fogarty,219-555-7654,Ms. Johnson,brown@example.com,Ms. Red,green@example.com
Danielle Anderson,Penn High School,Full Time,High School,Black,9,177,180,83%,88%,4,4,10,Gold/Black,No,09/25/2025,390916,Senior,Van Willaims,219-555-1456,Ms. Jones,jones@example.com,Mr. Blue,black@example.com
Joe Brown,Penn High School,Full Time,High School,Asian,13,158,180,83%,88%,2,6,10,Gold/Black,Yes,09/25/2025,586030,Victory Lap,Elijah DeFreitas,219-555-6497,Mr. Smith,smith@example.com,Ms. Green,red@example.com
Elijah Wilson,Penn High School,Full Time,High School,Other,6,166,180,85%,95%,9,5,10,Gold/Black,No,09/25/2025,125560,Freshman,Aiden Brown,219-555-2551,Ms. Johnson,brown@example.com,Ms. Green,green@example.com
Lisa Jones,Penn High School,Full Time,High School,Other,1,154,180,92%,82%,7,0,10,Gold/Black,No,09/25/2025,211286,Sophomore,Emma Anderson,219-555-6547,Ms. Jones,brown@example.com,Ms. Green,green@example.com
Kyan Fogarty,Penn High School,Full Time,High School,Asian,1,175,180,82%,91%,0,5,10,Gold/Black,Yes,09/25/2025,770268,Victory Lap,Emmy Willaims,219-555-6972,Ms. Jones,williams@example.com,Mrs. Black,white@example.com
Lucian Willaims,Penn High School,Full Time,High School,Hispanic,14,163,180,85%,86%,1,5,10,Gold/Black,No,09/25/2025,967801,Junior,Noah Davis,219-555-1216,Ms. Johnson,smith@example.com,Ms. Green,red@example.com
Emma Davis,Penn High School,Full Time,High School,Hispanic,11,153,180,97%,82%,2,5,10,Gold/Black,No,09/25/2025,445977,Senior,Marge Davis,219-555-2062,Mr. Brown,johson@example.com,Ms. Green,white@example.com
Aiden Miller,Penn High School,Full Time,High School,Other,18,176,180,89%,83%,6,2,10,Gold/Black,No,09/25/2025,367091,Junior,Eliana DeFreitas,219-555-3535,Ms. Jones,williams@example.com,Mr. Blue,blue@example.com
Katerina Brown,Penn High School,Full Time,High School,Hispanic,17,171,180,92%,87%,8,0,10,Gold/Black,No,09/25/2025,864222,Sophomore,Lisa Wilson,219-555-6736,Ms. Jones,brown@example.com,Ms. Red,green@example.com
Eliana Davis,Penn High School,Full Time,High School,Asian,10,166,180,87%,96%,7,9,10,Gold/Black,Yes,09/25/2025,681719,Sophomore,Keaton Davis,219-555-4968,Mrs. Williams,smith@example.com,Mr. Blue,white@example.com
Keaton Miller,Penn High School,Full Time,High School,Other,15,152,180,97%,84%,9,6,10,Gold/Black,Yes,09/25/2025,783244,Freshman,Lucian DeFreitas,219-555-2520,Ms. Johnson,smith@example.com,Mr. White,white@example.com
Jill Foster,Penn High School,Full Time,High School,Hispanic,7,170,180,98%,91%,1,4,10,Gold/Black,Yes,09/25/2025,652255,Senior,Andrew Foster,219-555-4313,Ms. Jones,jones@example.com,Ms. Red,green@example.com
Mac Anderson,Penn High School,Full Time,High School,Black,6,164,180,89%,82%,0,6,10,Gold/Black,No,09/25/2025,315419,Senior,Alexis Willaims,219-555-4065,Mr. Smith,brown@example.com,Mr. White,white@example.com
Eliana Foster,Penn High School,Full Time,High School,Hispanic,2,177,180,93%,81%,4,5,10,Gold/Black,No,09/25/2025,153292,Junior,Jill Manukyan,219-555-4950,Ms. Jones,williams@example.com,Ms. Red,black@example.com
Aiden Wilson,Penn High School,Full Time,High School,Asian,7,170,180,94%,88%,3,2,10,Gold/Black,Yes,09/25/2025,838122,Freshman,Kaden Moore,219-555-6971,Mrs. Williams,johson@example.com,Mr. White,black@example.com
Marge Willaims,Penn High School,Full Time,High School,Hispanic,5,165,180,85%,92%,6,4,10,Gold/Black,No,09/25/2025,607795,Senior,Keaton DeFreitas,219-555-6228,Ms. Jones,smith@example.com,Ms. Red,blue@example.com
Lisa Foster,Penn High School,Full Time,High School,Black,15,164,180,89%,95%,4,3,10,Gold/Black,No,09/25/2025,377086,Sophomore,Keaton Johnson,219-555-8831,Mrs. Williams,jones@example.com,Mr. White,red@example.com
Benedict Foster,Penn High School,Full Time,High School,Other,7,152,180,81%,94%,7,2,10,Gold/Black,Yes,09/25/2025,465931,Senior,Kaden Jones,219-555-7178,Mrs. Williams,smith@example.com,Ms. Green,green@example.com
Kaden DeFreitas,Penn High School,Full Time,High School,Black,9,162,180,82%,92%,2,2,10,Gold/Black,No,09/25/2025,607704,Junior,Jane Brown,219-555-6088,Ms. Jones,brown@example.com,Mrs. Black,green@example.com
Emmy Garcia,Penn High School,Full Time,High School,Asian,14,163,180,95%,81%,4,7,10,Gold/Black,Yes,09/25/2025,126259,Freshman,Katerina Garcia,219-555-1806,Ms. Jones,williams@example.com,Mr. White,blue@example.com
Katerina Fogarty,Penn High School,Full Time,High School,Asian,13,157,180,80%,87%,3,9,10,Gold/Black,Yes,09/25/2025,962716,Junior,Eliana Fogarty,219-555-4509,Ms. Johnson,johson@example.com,Ms. Green,black@example.com
Noah Johnson,Penn High School,Full Time,High School,Other,19,171,180,98%,92%,1,7,10,Gold/Black,No,09/25/2025,598551,Senior,Danielle Smith,219-555-8298,Mr. Brown,jones@example.com,Ms. Red,blue@example.com
Kyan Wilson,Penn High School,Full Time,High School,Other,15,179,180,84%,81%,5,1,10,Gold/Black,Yes,09/25/2025,152371,Victory Lap,Aiden Manukyan,219-555-6437,Mr. Brown,williams@example.com,Ms. Red,blue@example.com
Eliana Miller,Penn High School,Full Time,High School,Black,6,156,180,81%,84%,9,4,10,Gold/Black,Yes,09/25/2025,650870,Junior,Benedict DeFreitas,219-555-2530,Ms. Jones,jones@example.com,Mr. Blue,red@example.com
Lisa Johnson,Penn High School,Full Time,High School,Hispanic,1,171,180,89%,97%,2,2,10,Gold/Black,Yes,09/25/2025,712373,Victory Lap,Kaden Moore,219-555-6080,Mr. Brown,johson@example.com,Mr. White,white@example.com
Van Fogarty,Penn High School,Full Time,High School,Hispanic,11,152,180,98%,85%,6,6,10,Gold/Black,Yes,09/25/2025,972606,Freshman,Aiden Miller,219-555-2900,Ms. Johnson,williams@example.com,Ms. Green,black@example.com
Lucian Wilson,Penn High School,Full Time,High School,Hispanic,8,176,180,83%,93%,6,2,10,Gold/Black,No,09/25/2025,272509,Junior,Emmy Fogarty,219-555-4934,Mrs. Williams,brown@example.com,Mr. White,red@example.com
Andrew Miller,Penn High School,Full Time,High School,Hispanic,5,173,180,93%,95%,9,0,10,Gold/Black,Yes,09/25/2025,785265,Victory Lap,Ben Manukyan,219-555-5728,Mrs. Williams,williams@example.com,Mrs. Black,black@example.com
Emmy Manukyan,Penn High School,Full Time,High School,Other,3,171,180,92%,92%,7,8,10,Gold/Black,No,09/25/2025,689424,Senior,Andrew Foster,219-555-2165,Mr. Brown,johson@example.com,Mrs. Black,blue@example.com
Lisa Jones,Penn High School,Full Time,High School,Black,14,162,180,92%,89%,8,7,10,Gold/Black,Yes,09/25/2025,939303,Freshman,Andrew Johnson,219-555-3635,Ms. Jones,smith@example.com,Mr. Blue,white@example.com
Eliana Miller,Penn High School,Full Time,High School,Other,18,165,180,80%,91%,2,6,10,Gold/Black,No,09/25/2025,239278,Victory Lap,Emma Smith,219-555-4258,Ms. Johnson,jones@example.com,Ms. Green,red@example.com
Kyan Fogarty,Penn High School,Full Time,High School,Other,3,166,180,92%,88%,8,1,10,Gold/Black,Yes,09/25/2025,793805,Freshman,Mac Johnson,219-555-7377,Mrs. Williams,smith@example.com,Mr. Blue,blue@example.com
Rachel Jones,Penn High School,Full Time,High School,Black,7,160,180,83%,86%,4,5,10,Gold/Black,Yes,09/25/2025,685356,Victory Lap,Van Brown,219-555-8623,Mr. Brown,smith@example.com,Mrs. Black,black@example.com
Marge Anderson,Penn High School,Full Time,High School,Other,12,151,180,90%,90%,6,7,10,Gold/Black,No,09/25/2025,689274,Freshman,Noah Willaims,219-555-4193,Mrs. Williams,jones@example.com,Mr. White,blue@example.com
Danielle Willaims,Penn High School,Full Time,High School,Other,18,162,180,89%,97%,8,6,10,Gold/Black,No,09/25/2025,894372,Sophomore,Mac Garcia,219-555-4895,Ms. Johnson,smith@example.com,Ms. Red,white@example.com
Mac Moore,Penn High School,Full Time,High School,Hispanic,4,165,180,86%,91%,5,0,10,Gold/Black,Yes,09/25/2025,852728,Victory Lap,Danielle Brown,219-555-5074,Mr. Brown,smith@example.com,Ms. Green,green@example.com
Emmy Wilson,Penn High School,Full Time,High School,Black,9,163,180,85%,89%,8,1,10,Gold/Black,Yes,09/25/2025,390484,Junior,Kaden Johnson,219-555-5321,Ms. Jones,johson@example.com,Mr. White,green@example.com
Lucian Jones,Penn High School,Full Time,High School,Black,10,162,180,98%,85%,2,8,10,Gold/Black,No,09/25/2025,827511,Senior,Elijah Wilson,219-555-3431,Ms. Johnson,williams@example.com,Mr. Blue,red@example.com
Rachel Johnson,Penn High School,Full Time,High School,Black,2,170,180,99%,89%,8,8,10,Gold/Black,No,09/25/2025,299105,Victory Lap,Ben Davis,219-555-7191,Ms. Jones,jones@example.com,Ms. Green,red@example.com
Jane Wilson,Penn High School,Full Time,High School,Hispanic,2,150,180,89%,80%,6,9,10,Gold/Black,Yes,09/25/2025,466798,Senior,Katerina Garcia,219-555-9925,Mr. Brown,smith@example.com,Mrs. Black,white@example.com
Jill Anderson,Penn High School,Full Time,High School,White,15,176,180,94%,82%,8,2,10,Gold/Black,Yes,09/25/2025,349097,Freshman,Mac Johnson,219-555-5611,Ms. Johnson,smith@example.com,Ms. Green,black@example.com
Lisa Anderson,Penn High School,Full Time,High School,Hispanic,17,164,180,83%,80%,5,7,10,Gold/Black,No,09/25/2025,631599,Sophomore,Elijah Anderson,219-555-6680,Mrs. Williams,williams@example.com,Mrs. Black,white@example.com
Joe Miller,Penn High School,Full Time,High School,Other,17,151,180,91%,94%,4,1,10,Gold/Black,Yes,09/25/2025,146793,Freshman,Jill Davis,219-555-1449,Mr. Smith,johson@example.com,Ms. Red,green@example.com
Joe DeFreitas,Penn High School,Full Time,High School,White,9,175,180,99%,94%,0,6,10,Gold/Black,Yes,09/25/2025,376892,Victory Lap,Jill Anderson,219-555-9746,Mr. Brown,johson@example.com,Ms. Green,black@example.com
Alexis Moore,Penn High School,Full Time,High School,Hispanic,12,177,180,91%,80%,4,4,10,Gold/Black,Yes,09/25/2025,507194,Freshman,Andrew DeFreitas,219-555-5563,Mrs. Williams,williams@example.com,Mr. Blue,red@example.com
Kyan Jones,Penn High School,Full Time,High School,Black,15,172,180,97%,91%,0,6,10,Gold/Black,Yes,09/25/2025,998017,Junior,Ben Davis,219-555-3148,Ms. Jones,brown@example.com,Ms. Red,white@example.com
Joe Manukyan,Penn High School,Full Time,High School,Hispanic,15,176,180,86%,94%,9,1,10,Gold/Black,No,09/25/2025,887619,Sophomore,Emmy Davis,219-555-6221,Ms. Jones,smith@example.com,Mr. White,blue@example.com
Aiden Wilson,Penn High School,Full Time,High School,Other,11,155,180,98%,98%,0,4,10,Gold/Black,Yes,09/25/2025,872189,Junior,Lucian Garcia,219-555-1426,Ms. Johnson,johson@example.com,Mrs. Black,green@example.com
Marge Fogarty,Penn High School,Full Time,High School,Asian,2,176,180,85%,95%,7,9,10,Gold/Black,No,09/25/2025,806108,Senior,Joe DeFreitas,219-555-8030,Ms. Johnson,jones@example.com,Mrs. Black,black@example.com
Rachel Fogarty,Penn High School,Full Time,High School,Other,15,150,180,83%,81%,8,6,10,Gold/Black,No,09/25/2025,649416,Freshman,Benedict Willaims,219-555-7995,Mr. Smith,brown@example.com,Mr. White,green@example.com
Katerina Miller,Penn High School,Full Time,High School,Other,1,176,180,99%,97%,5,1,10,Gold/Black,Yes,09/25/2025,741397,Senior,Elijah Johnson,219-555-5919,Mr. Smith,johson@example.com,Mr. White,green@example.com
Jill Willaims,Penn High School,Full Time,High School,Hispanic,4,161,180,90%,90%,5,7,10,Gold/Black,Yes,09/25/2025,482905,Senior,Noah Jones,219-555-8723,Ms. Johnson,brown@example.com,Ms. Red,white@example.com
Ben Garcia,Penn High School,Full Time,High School,Asian,16,171,180,86%,83%,8,1,10,Gold/Black,No,09/25/2025,194957,Senior,Noah Moore,219-555-2852,Ms. Jones,smith@example.com,Ms. Green,blue@example.com
Eliana Garcia,Penn High School,Full Time,High School,White,17,155,180,93%,81%,7,1,10,Gold/Black,Yes,09/25/2025,912590,Freshman,Elijah Moore,219-555-1792,Ms. Jones,williams@example.com,Ms. Red,black@example.com
Ben Foster,Penn High School,Full Time,High School,Black,7,179,180,91%,82%,6,5,10,Gold/Black,Yes,09/25/2025,272553,Junior,Jill Wilson,219-555-5028,Ms. Jones,brown@example.com,Mrs. Black,red@example.com
Danielle Davis,Penn High School,Full Time,High School,Asian,4,175,180,98%,93%,9,8,10,Gold/Black,No,09/25/2025,171444,Victory Lap,Keaton Wilson,219-555-5516,Mr. Brown,brown@example.com,Mrs. Black,white@example.com
Danielle Anderson,Penn High School,Full Time,High School,Hispanic,17,163,180,86%,84%,2,8,10,Gold/Black,Yes,09/25/2025,187313,Victory Lap,Mac Foster,219-555-3534,Mr. Smith,smith@example.com,Ms. Red,red@example.com
Rachel DeFreitas,Penn High School,Full Time,High School,Other,14,176,180,96%,87%,8,4,10,Gold/Black,No,09/25/2025,671273,Senior,Kyan Brown,219-555-5270,Ms. Johnson,williams@example.com,Mr. White,green@example.com
Lisa DeFreitas,Penn High School,Full Time,High School,Other,10,152,180,92%,88%,0,5,10,Gold/Black,Yes,09/25/2025,315393,Sophomore,Marge Willaims,219-555-3331,Ms. Johnson,smith@example.com,Mr. White,black@example.com
Jane Davis,Penn High School,Full Time,High School,Hispanic,16,155,180,91%,93%,2,4,10,Gold/Black,Yes,09/25/2025,549134,Senior,Katerina Brown,219-555-4085,Mrs. Williams,brown@example.com,Ms. Red,green@example.com
Rachel Smith,Penn High School,Full Time,High School,White,14,168,180,82%,86%,5,0,10,Gold/Black,No,09/25/2025,679225,Victory Lap,Keaton Fogarty,219-555-7886,Mr. Brown,jones@example.com,Mrs. Black,white@example.com
Lisa Anderson,Penn High School,Full Time,High School,Asian,7,175,180,96%,92%,0,0,10,Gold/Black,Yes,09/25/2025,924792,Freshman,Jane Anderson,219-555-6251,Mr. Brown,johson@example.com,Ms. Green,green@example.com
Kyan Davis,Penn High School,Full Time,High School,Other,12,179,180,84%,81%,7,9,10,Gold/Black,No,09/25/2025,914540,Junior,Jill DeFreitas,219-555-2899,Mr. Smith,williams@example.com,Mrs. Black,black@example.com
Keaton Davis,Penn High School,Full Time,High School,Hispanic,19,150,180,88%,91%,3,0,10,Gold/Black,Yes,09/25/2025,108506,Freshman,Ben Miller,219-555-3066,Ms. Johnson,smith@example.com,Mr. White,red@example.com
Ben Garcia,Penn High School,Full Time,High School,White,9,164,180,84%,94%,2,1,10,Gold/Black,No,09/25/2025,150360,Freshman,Benedict Wilson,219-555-9300,Ms. Jones,jones@example.com,Mrs. Black,blue@example.com
Mac Jones,Penn High School,Full Time,High School,White,2,158,180,94%,96%,5,8,10,Gold/Black,Yes,09/25/2025,956965,Senior,Emmy Willaims,219-555-7494,Mrs. Williams,johson@example.com,Ms. Red,white@example.com
Rachel Fogarty,Penn High School,Full Time,High School,Black,8,174,180,99%,91%,1,5,10,Gold/Black,No,09/25/2025,734713,Junior,Keaton Moore,219-555-7350,Mrs. Williams,smith@example.com,Mrs. Black,green@example.com
Benedict Fogarty,Penn High School,Full Time,High School,Other,0,176,180,93%,99%,1,4,10,Gold/Black,Yes,09/25/2025,621218,Victory Lap,Rachel Willaims,219-555-5389,Mrs. Williams,jones@example.com,Mr. Blue,green@example.com
Marge Fogarty,Penn High School,Full Time,High School,Other,5,172,180,96%,84%,0,8,10,Gold/Black,No,09/25/2025,709944,Freshman,Kyan Smith,219-555-5374,Ms. Jones,williams@example.com,Ms. Red,black@example.com
Keaton Davis,Penn High School,Full Time,High School,White,7,155,180,95%,85%,3,4,10,Gold/Black,No,09/25/2025,115323,Junior,Jill Anderson,219-555-6966,Ms. Jones,smith@example.com,Ms. Red,black@example.com
Joe Anderson,Penn High School,Full Time,High School,Other,2,159,180,81%,82%,1,7,10,Gold/Black,No,09/25/2025,150681,Senior,Jill Smith,219-555-1244,Ms. Jones,smith@example.com,Mr. White,white@example.com
Roman Willaims,Penn High School,Full Time,High School,White,1,152,180,90%,87%,0,7,10,Gold/Black,Yes,09/25/2025,952183,Sophomore,Katerina Foster,219-555-6522,Mr. Brown,jones@example.com,Ms. Green,white@example.com
Jane Manukyan,Penn High School,Full Time,High School,Asian,13,163,180,99%,80%,5,1,10,Gold/Black,Yes,09/25/2025,848932,Sophomore,Joe Jones,219-555-1631,Mr. Brown,smith@example.com,Ms. Green,white@example.com
Kyan Johnson,Penn High School,Full Time,High School,Hispanic,10,156,180,80%,97%,4,9,10,Gold/Black,Yes,09/25/2025,902131,Victory Lap,Rachel Johnson,219-555-1972,Ms. Johnson,williams@example.com,Ms. Red,red@example.com
Joe Anderson,Penn High School,Full Time,High School,Black,10,167,180,99%,82%,0,2,10,Gold/Black,No,09/25/2025,490391,Senior,Danielle Willaims,219-555-1635,Ms. Jones,smith@example.com,Ms. Red,green@example.com
Aiden Smith,Penn High School,Full Time,High School,Other,1,161,180,93%,97%,7,0,10,Gold/Black,No,09/25/2025,437429,Senior,Lucian Wilson,219-555-3026,Ms. Johnson,jones@example.com,Mr. White,green@example.com
Van Davis,Penn High School,Full Time,High School,Asian,14,174,180,97%,98%,8,2,10,Gold/Black,No,09/25/2025,145730,Junior,Jane Johnson,219-555-9766,Ms. Jones,brown@example.com,Ms. Green,black@example.com
Aiden Johnson,Penn High School,Full Time,High School,Other,2,166,180,98%,81%,7,7,10,Gold/Black,Yes,09/25/2025,254024,Victory Lap,Keaton Moore,219-555-1948,Mr. Smith,williams@example.com,Mr. Blue,white@example.com
Kyan Jones,Penn High School,Full Time,High School,Asian,8,151,180,90%,86%,7,4,10,Gold/Black,No,09/25/2025,217782,Senior,Keaton Brown,219-555-6263,Ms. Johnson,jones@example.com,Ms. Red,blue@example.com
Andrew Davis,Penn High School,Full Time,High School,Black,9,177,180,84%,94%,9,3,10,Gold/Black,No,09/25/2025,894511,Sophomore,Eliana Smith,219-555-5881,Ms. Jones,jones@example.com,Mr. White,green@example.com
Lucian Garcia,Penn High School,Full Time,High School,Asian,18,156,180,88%,99%,4,8,10,Gold/Black,No,09/25/2025,877693,Junior,Jane Smith,219-555-2952,Mr. Smith,williams@example.com,Mr. Blue,green@example.com
Emmy Manukyan,Penn High School,Full Time,High School,Asian,18,150,180,98%,81%,2,1,10,Gold/Black,Yes,09/25/2025,462479,Freshman,Ben DeFreitas,219-555-9188,Ms. Johnson,johson@example.com,Ms. Green,white@example.com
Aiden Davis,Penn High School,Full Time,High School,Asian,19,176,180,92%,89%,6,2,10,Gold/Black,Yes,09/25/2025,683967,Freshman,Jill Willaims,219-555-5743,Mr. Smith,williams@example.com,Ms. Green,green@example.com
Jane Brown,Penn High School,Full Time,High School,Asian,16,161,180,99%,93%,4,8,10,Gold/Black,Yes,09/25/2025,901463,Senior,Jane Johnson,219-555-6191,Mr. Brown,williams@example.com,Mr. Blue,red@example.com
