Name,Age,GPA,Credits Completed,Year,Pathway
Roman Fogarty,16,3.24,29,Freshman,Computer Science
Emmy Anderson,14,2.98,42,Victory Lap,Computer Science
Katerina Smith,17,2.88,20,Sophomore,Early College
Ben Anderson,18,2.74,59,Victory Lap,Computer Science
Emmy Manukyan,18,2.64,35,Victory Lap,Bio Med
Ben Foster,18,3.67,8,Junior,Computer Science
Kyan Johnson,16,2.36,22,Senior,Bio Med
Lisa Wilson,15,2.93,12,Freshman,Engineering
Alexis Jones,14,1.1,44,Senior,Early College
Ben Johnson,17,4.12,52,Senior,Culinary
Andrew Willaims,19,0.3,56,Freshman,Early College
Lucian Moore,17,1.72,21,Senior,Bio Med
Joe Jones,19,0.66,17,Freshman,Early College
Danielle Brown,18,3.85,15,Victory Lap,Engineering
Lucian Wilson,17,1.0,38,Junior,Engineering
Eliana Miller,17,2.92,28,Freshman,Construction
Joe Brown,18,3.92,10,Senior,Computer Science
Jill Miller,19,2.67,42,Sophomore,Criminal Justice
Joe Wilson,16,2.99,3,Victory Lap,Business
Andrew Anderson,18,2.43,57,Victory Lap,Business
Andrew Fogarty,16,0.75,4,Senior,Early College
Danielle Wilson,17,0.68,51,Junior,Culinary
Ben Smith,18,2.34,28,Sophomore,Engineering
Rachel Anderson,14,2.64,23,Freshman,Early Childhood Education
Lisa Manukyan,14,1.38,21,Sophomore,Culinary
Emmy Wilson,16,3.76,32,Freshman,Criminal Justice
Van Foster,16,1.04,5,Senior,Criminal Justice
Andrew Jones,16,0.79,23,Sophomore,Criminal Justice
Lisa Fogarty,18,0.58,55,Victory Lap,Criminal Justice
Lisa Brown,14,3.88,16,Senior,Criminal Justice
Van Davis,18,2.71,6,Sophomore,Construction
Jill Brown,19,3.76,37,Victory Lap,Marketing
Katerina DeFreitas,18,2.66,26,Freshman,Engineering
Roman Davis,19,1.3,37,Freshman,Criminal Justice
Kyan Smith,18,2.57,17,Victory Lap,Construction
Kyan Brown,14,1.24,4,Freshman,Business
Van Miller,18,2.76,5,Victory Lap,Marketing
Rachel Smith,14,0.31,3,Sophomore,Early Childhood Education
Aiden Garcia,19,0.64,2,Freshman,Early Childhood Education
Ben Manukyan,18,2.4,11,Sophomore,Construction
Lucian Wilson,17,2.53,42,Sophomore,Culinary
Kyan Foster,15,3.92,16,Freshman,Computer Science
Jane Wilson,16,3.03,56,Freshman,Bio Med
Lucian Garcia,19,1.47,60,Sophomore,Culinary
Danielle Fogarty,14,2.85,27,Freshman,Construction
Jill Wilson,17,2.91,52,Senior,Early College
Katerina Jones,16,2.32,36,Senior,Early College
Noah Fogarty,16,1.28,51,Senior,Early College
Ben Garcia,18,1.66,50,Senior,Culinary
Eliana Moore,17,0.33,39,Sophomore,Marketing
Emma Fogarty,16,1.19,57,Freshman,Construction
Emmy Johnson,15,1.62,37,Freshman,Engineering
Rachel Johnson,14,3.38,21,Junior,Marketing
Rachel Davis,17,3.14,40,Junior,Computer Science
Mac Fogarty,14,3.55,34,Sophomore,Culinary
Joe Foster,16,1.87,40,Victory Lap,Bio Med
Lucian Johnson,17,4.14,31,Junior,Business
Mac Johnson,19,0.92,22,Senior,Business
Emmy Davis,14,1.45,26,Senior,Marketing
Kyan Miller,17,3.88,11,Sophomore,Early College
Emma Anderson,17,3.9,32,Victory Lap,Criminal Justice
Emmy Manukyan,17,1.2,44,Sophomore,Marketing
Lisa Brown,19,3.37,0,Senior,Business
Kyan DeFreitas,14,2.23,25,Victory Lap,Early Childhood Education
Roman Johnson,16,2.85,56,Victory Lap,Early Childhood Education
Elijah Smith,16,2.93,38,Senior,Construction
Elijah Johnson,16,2.32,35,Victory Lap,Bio Med
Keaton Manukyan,16,2.32,28,Senior,Criminal Justice
Aiden Brown,14,3.68,9,Senior,Marketing
Van Smith,16,0.6,46,Sophomore,Business
Katerina Willaims,15,4.13,38,Victory Lap,Computer Science
Keaton Jones,14,1.08,16,Junior,Computer Science
Lisa Smith,17,0.46,19,Senior,Early College
Kaden Anderson,17,2.85,20,Freshman,Criminal Justice
Jill Miller,14,1.6,20,Sophomore,Early College
Lisa Jones,15,1.12,39,Victory Lap,Early Childhood Education
Emma Anderson,16,1.89,23,Victory Lap,Culinary
Keaton Anderson,17,3.26,42,Victory Lap,Criminal Justice
Lisa Anderson,18,3.33,20,Freshman,Bio Med
Benedict Garcia,15,3.78,36,Sophomore,Marketing
Van Davis,19,2.14,5,Sophomore,Criminal Justice
Van Manukyan,16,3.65,51,Sophomore,Criminal Justice
Joe Anderson,18,3.31,21,Victory Lap,Marketing
Emma Willaims,19,4.01,46,Junior,Construction
Marge Manukyan,14,1.55,15,Junior,Business
Aiden Johnson,18,3.42,58,Junior,Marketing
Danielle Garcia,16,4.1,55,Senior,Engineering
Emmy Brown,16,2.17,16,Sophomore,Early Childhood Education
Van Jones,15,0.71,52,Junior,Culinary
Kyan Moore,17,2.25,58,Freshman,Engineering
Van Moore,15,1.04,49,Senior,Business
Katerina DeFreitas,18,2.1,14,Junior,Computer Science
Jill Brown,16,2.57,14,Sophomore,Engineering
Lisa Moore,19,2.65,31,Sophomore,Computer Science
Emma Jones,19,2.34,57,Victory Lap,Marketing
Danielle Jones,18,1.23,37,Sophomore,Bio Med
Lisa Manukyan,15,3.58,57,Victory Lap,Marketing
Lucian Willaims,18,2.41,12,Senior,Early College
Rachel Miller,17,2.0,50,Victory Lap,Construction
Lisa Anderson,18,2.15,12,Sophomore,Bio Med
Jane Johnson,14,0.56,10,Freshman,Early College
Roman Fogarty,19,2.39,47,Freshman,Early College
Ben Miller,17,0.79,4,Victory Lap,Marketing
Kaden Garcia,14,3.31,24,Sophomore,Computer Science
Katerina Garcia,16,0.88,29,Victory Lap,Culinary
Danielle Smith,19,0.38,48,Junior,Marketing
Mac Jones,19,2.81,53,Freshman,Construction
Aiden DeFreitas,16,1.58,13,Senior,Early Childhood Education
Roman Smith,16,2.01,3,Freshman,Culinary
Joe Miller,16,2.56,58,Sophomore,Culinary
Kyan Johnson,18,0.99,9,Freshman,Business
Alexis Moore,18,3.78,8,Junior,Marketing
Elijah Johnson,16,0.65,49,Junior,Early Childhood Education
Danielle Fogarty,18,3.14,28,Sophomore,Engineering
Joe Moore,15,2.68,42,Freshman,Criminal Justice
Elijah Foster,18,2.05,15,Victory Lap,Marketing
Kyan DeFreitas,19,3.64,7,Freshman,Culinary
Kaden Smith,15,3.26,36,Junior,Computer Science
Benedict Jones,15,3.67,26,Sophomore,Early Childhood Education
Andrew DeFreitas,18,0.4,9,Victory Lap,Early College
Mac Manukyan,19,2.42,23,Sophomore,Engineering
Eliana Manukyan,18,0.5,29,Junior,Computer Science
Roman Brown,18,0.68,53,Victory Lap,Construction
Jill Wilson,14,0.33,40,Freshman,Construction
Ben Davis,16,4.28,21,Victory Lap,Engineering
Van Fogarty,19,2.66,32,Sophomore,Computer Science
Marge Brown,18,3.17,18,Sophomore,Criminal Justice
Katerina Manukyan,15,2.4,23,Sophomore,Marketing
Katerina Johnson,19,2.21,38,Junior,Culinary
Mac Willaims,15,2.19,29,Freshman,Engineering
Alexis Smith,17,1.24,3,Sophomore,Engineering
Lisa Moore,15,2.59,13,Sophomore,Criminal Justice
Eliana Wilson,17,0.97,0,Victory Lap,Marketing
Roman Jones,16,0.84,51,Freshman,Construction
Lisa Miller,15,0.48,42,Senior,Criminal Justice
Andrew Manukyan,17,3.8,3,Sophomore,Criminal Justice
Van Moore,18,0.55,11,Sophomore,Criminal Justice
Keaton Anderson,15,1.02,25,Junior,Computer Science
Van Wilson,19,3.88,11,Junior,Computer Science
Roman Jones,15,1.53,36,Sophomore,Criminal Justice
Van Miller,15,0.7,52,Victory Lap,Criminal Justice
Andrew Brown,16,3.77,45,Junior,Engineering
Marge Brown,14,3.46,42,Victory Lap,Engineering
Katerina Brown,19,0.68,50,Victory Lap,Criminal Justice
Emmy Brown,17,2.21,11,Victory Lap,Early Childhood Education
Kyan Wilson,19,0.71,38,Victory Lap,Bio Med
Lisa Manukyan,18,3.05,39,Senior,Computer Science
Danielle Jones,18,1.73,50,Freshman,Criminal Justice
Alexis Foster,15,4.18,8,Senior,Engineering
Kyan Johnson,17,3.86,3,Victory Lap,Business
Emma Manukyan,14,3.77,8,Senior,Early Childhood Education
Jane Manukyan,19,0.91,23,Freshman,Early Childhood Education
Katerina Moore,14,4.26,11,Freshman,Early College
Mac Foster,14,1.51,30,Sophomore,Culinary
Jane Manukyan,15,0.42,0,Victory Lap,Computer Science
Roman Johnson,16,1.14,17,Senior,Business
Eliana DeFreitas,14,1.2,34,Senior,Early College
Aiden Jones,15,1.22,17,Victory Lap,Business
Lucian Fogarty,16,3.59,23,Victory Lap,Bio Med
Aiden Brown,17,1.57,0,Senior,Engineering
Roman Wilson,19,0.95,39,Sophomore,Early College
Danielle Moore,14,4.13,25,Freshman,Early Childhood Education
Elijah Foster,15,0.83,4,Sophomore,Early College
Elijah Moore,16,1.23,16,Junior,Marketing
Andrew Garcia,15,1.33,37,Victory Lap,Construction
Eliana Smith,18,1.1,18,Victory Lap,Criminal Justice
Mac Anderson,19,3.67,33,Sophomore,Business
Emmy Davis,17,2.49,36,Freshman,Criminal Justice
Aiden Foster,18,3.05,4,Sophomore,Business
Emmy Smith,17,2.18,3,Junior,Early Childhood Education
Alexis Foster,19,3.1,3,Victory Lap,Construction
Kyan Johnson,17,3.65,28,Sophomore,Construction
Marge Smith,17,0.61,27,Sophomore,Culinary
Kyan Moore,16,4.03,6,Senior,Culinary
Elijah Jones,17,1.68,27,Junior,Construction
Danielle Fogarty,19,2.77,2,Freshman,Business
Rachel Brown,15,3.91,19,Freshman,Bio Med
Joe Wilson,18,3.89,30,Victory Lap,Criminal Justice
Benedict DeFreitas,15,3.13,0,Freshman,Culinary
Lucian Fogarty,19,0.99,24,Sophomore,Culinary
Marge Anderson,16,2.29,27,Freshman,Engineering
Lucian Miller,14,1.87,19,Freshman,Construction
Ben Smith,15,1.26,51,Senior,Bio Med
Emmy Foster,16,3.9,12,Senior,Construction
Benedict Wilson,15,2.49,8,Senior,Business
Joe Anderson,16,1.39,10,Victory Lap,Construction
Eliana Brown,19,2.17,4,Senior,Early Childhood Education
Roman Manukyan,17,0.96,46,Junior,Bio Med
Katerina Fogarty,15,2.94,56,Sophomore,Engineering
Andrew Fogarty,16,3.63,2,Victory Lap,Marketing
Van Jones,15,2.81,18,Sophomore,Culinary
Lucian Moore,16,3.82,41,Victory Lap,Computer Science
Emmy Moore,19,3.71,35,Senior,Bio Med
Danielle Wilson,17,1.22,36,Freshman,Marketing
Jill Fogarty,19,3.4,23,Junior,Computer Science
Danielle Miller,15,0.64,19,Senior,Marketing
Jill Garcia,18,3.69,49,Senior,Bio Med
Andrew Wilson,17,0.75,34,Senior,Construction
Andrew Davis,18,0.93,54,Freshman,Early Childhood Education
Eliana Jones,16,0.79,57,Freshman,Business
Lisa Johnson,18,1.13,29,Sophomore,Early Childhood Education
Kyan Garcia,14,3.29,23,Sophomore,Engineering
Rachel Manukyan,18,1.55,26,Sophomore,Business
Kyan Jones,18,3.5,52,Senior,Construction
Ben Garcia,14,2.57,23,Senior,Bio Med
Joe Foster,17,0.48,56,Freshman,Construction
Alexis Anderson,19,2.46,43,Freshman,Bio Med
Katerina Davis,15,1.01,38,Senior,Computer Science
Benedict Willaims,15,4.22,38,Senior,Criminal Justice
Elijah Foster,14,0.8,8,Sophomore,Engineering
Ben Johnson,14,2.7,55,Victory Lap,Early College
Danielle DeFreitas,14,2.08,54,Sophomore,Construction
Emmy Johnson,14,2.89,29,Junior,Bio Med
Jill Foster,16,3.45,50,Junior,Marketing
Danielle Jones,14,3.9,41,Junior,Bio Med
Aiden Foster,15,2.56,1,Junior,Construction
Jill Brown,17,3.51,21,Freshman,Culinary
Keaton Manukyan,17,3.75,8,Freshman,Engineering
Jane DeFreitas,17,1.65,60,Freshman,Engineering
Joe Miller,19,3.83,16,Sophomore,Culinary
Roman Miller,16,1.06,30,Freshman,Early College
Marge Davis,14,2.93,18,Junior,Bio Med
Lisa Davis,18,2.3,44,Freshman,Culinary
Van Moore,16,1.38,20,Junior,Construction
Kaden DeFreitas,17,3.95,4,Victory Lap,Marketing
Emmy Johnson,17,3.91,48,Sophomore,Early College
Aiden Willaims,14,3.56,17,Sophomore,Business
Kyan Miller,16,0.35,37,Victory Lap,Early College
Noah Brown,19,4.29,40,Victory Lap,Criminal Justice
Danielle Anderson,16,1.25,1,Junior,Culinary
Lisa Garcia,16,1.92,29,Victory Lap,Engineering
Jill Garcia,16,4.05,33,Freshman,Engineering
Benedict Fogarty,15,1.31,12,Junior,Construction
Mac Garcia,18,0.99,46,Junior,Marketing
Jane Foster,15,2.71,31,Victory Lap,Marketing
Mac Wilson,19,1.47,34,Sophomore,Early College
Noah Davis,15,2.62,27,Junior,Marketing
Kaden Davis,16,3.84,1,Victory Lap,Construction
Van Jones,18,1.12,2,Sophomore,Engineering
Jill Johnson,17,2.0,41,Freshman,Business
Kaden Foster,14,2.9,24,Junior,Early Childhood Education
Rachel Willaims,18,2.92,21,Victory Lap,Criminal Justice
Ben Jones,18,0.84,19,Junior,Engineering
Emma Jones,17,0.59,50,Victory Lap,Bio Med
Aiden Miller,16,3.94,59,Senior,Business
Mac Willaims,14,2.16,36,Senior,Computer Science
Elijah DeFreitas,14,0.84,47,Victory Lap,Culinary
Roman Fogarty,19,3.55,2,Victory Lap,Early College
Jill Anderson,14,1.62,39,Junior,Business
Rachel Davis,17,3.71,4,Sophomore,Business
Danielle Brown,14,0.53,50,Junior,Bio Med
Roman Miller,18,2.54,12,Junior,Engineering
Aiden Fogarty,17,0.31,9,Sophomore,Business
Benedict Johnson,14,3.84,45,Freshman,Engineering
Elijah Miller,14,0.52,41,Sophomore,Early Childhood Education
Emmy Johnson,18,0.39,37,Freshman,Construction
Kaden Moore,16,3.49,8,Sophomore,Bio Med
Danielle Foster,18,1.51,46,Senior,Bio Med
Marge Foster,19,1.28,4,Freshman,Construction
Van Miller,16,3.13,22,Freshman,Engineering
Lisa Manukyan,14,1.21,5,Freshman,Construction
Lucian Wilson,15,3.02,3,Senior,Early College
Aiden Miller,16,0.51,34,Sophomore,Engineering
Mac Moore,17,2.4,22,Sophomore,Early Childhood Education
Elijah Manukyan,14,1.44,32,Freshman,Marketing
Marge Foster,15,0.37,41,Freshman,Business
Benedict Smith,15,2.14,18,Junior,Construction
Rachel Miller,17,0.86,53,Freshman,Construction
Ben Anderson,15,1.51,27,Junior,Bio Med
Jane Johnson,18,2.31,60,Junior,Marketing
Rachel Brown,18,0.49,21,Junior,Criminal Justice
Emma Davis,15,1.55,51,Senior,Early Childhood Education
Jane Brown,17,4.07,2,Victory Lap,Engineering
Andrew Anderson,15,2.86,35,Senior,Criminal Justice
Keaton Fogarty,17,1.76,59,Junior,Culinary
Van Davis,14,2.15,42,Sophomore,Culinary
Danielle Johnson,17,3.48,40,Sophomore,Engineering
Jill Brown,19,1.76,8,Junior,Early College
Roman Anderson,15,3.54,22,Junior,Early Childhood Education
Kyan Brown,15,0.88,44,Junior,Marketing
Alexis Smith,17,4.2,16,Sophomore,Criminal Justice
Van Davis,14,3.05,33,Sophomore,Computer Science
Joe Foster,18,0.52,30,Sophomore,Construction
Kaden Fogarty,16,2.17,18,Sophomore,Engineering
Eliana Smith,14,2.64,22,Sophomore,Engineering
Emma Davis,18,2.77,21,Victory Lap,Business
Kyan Smith,17,3.59,25,Senior,Early Childhood Education
Jane Smith,19,2.71,15,Victory Lap,Business
Emma Garcia,15,2.95,40,Freshman,Bio Med
Noah Manukyan,15,0.94,41,Sophomore,Culinary
Jill Willaims,15,1.9,2,Freshman,Construction
Mac Jones,14,1.28,20,Freshman,Bio Med
Benedict Anderson,19,2.61,36,Freshman,Computer Science
Rachel Anderson,16,3.83,29,Sophomore,Early College
Lucian Jones,18,1.03,5,Sophomore,Criminal Justice
Danielle Miller,19,1.43,24,Freshman,Engineering
Keaton Manukyan,15,1.59,57,Victory Lap,Bio Med
Andrew Davis,15,1.05,47,Victory Lap,Engineering
Elijah Garcia,15,4.09,3,Freshman,Early College
Marge Willaims,14,1.35,10,Victory Lap,Construction
Emma Miller,16,0.83,57,Sophomore,Culinary
Alexis Davis,16,2.28,33,Senior,Marketing
Kyan Willaims,17,4.03,19,Senior,Criminal Justice
Marge Brown,17,0.69,17,Victory Lap,Engineering
Emma Willaims,15,0.61,14,Freshman,Bio Med
Noah Miller,19,1.92,18,Junior,Culinary
Eliana DeFreitas,18,3.2,38,Freshman,Culinary
Danielle Wilson,14,2.79,16,Victory Lap,Marketing
Lucian Wilson,17,2.02,42,Junior,Engineering
Jane Foster,14,4.05,54,Senior,Early Childhood Education
Roman Foster,15,1.86,27,Victory Lap,Business
Jill Jones,19,3.85,9,Victory Lap,Early College
Jill Fogarty,17,4.09,15,Senior,Engineering
Jane Fogarty,17,2.4,52,Victory Lap,Construction
Eliana Foster,19,4.23,34,Freshman,Marketing
Alexis Moore,16,0.98,20,Victory Lap,Early College
Danielle Moore,18,2.55,38,Sophomore,Business
Lisa Garcia,16,3.51,42,Freshman,Culinary
Aiden DeFreitas,19,1.27,51,Sophomore,Bio Med
Alexis Anderson,17,2.38,48,Freshman,Early Childhood Education
Kyan Fogarty,15,3.33,39,Junior,Engineering
Ben Wilson,15,2.79,25,Junior,Culinary
Kaden Fogarty,15,0.62,25,Sophomore,Culinary
Aiden Jones,19,3.6,23,Junior,Early Childhood Education
Danielle DeFreitas,17,3.81,1,Freshman,Computer Science
Ben Johnson,17,2.96,17,Victory Lap,Marketing
Mac Smith,14,3.29,9,Victory Lap,Construction
Andrew Anderson,16,0.49,0,Sophomore,Business
Danielle Foster,16,2.03,1,Junior,Criminal Justice
Andrew Willaims,17,3.7,10,Senior,Early Childhood Education
Jill Smith,15,4.1,14,Sophomore,Culinary
Jane Johnson,16,1.84,32,Senior,Engineering
Joe Fogarty,14,0.34,55,Freshman,Culinary
Noah Manukyan,17,3.32,43,Junior,Early Childhood Education
Van Willaims,18,2.41,0,Victory Lap,Marketing
Rachel Davis,14,3.8,41,Sophomore,Bio Med
Noah Brown,16,3.28,23,Victory Lap,Early College
Andrew Wilson,14,0.92,34,Victory Lap,Criminal Justice
Katerina Jones,19,1.49,21,Freshman,Early Childhood Education
Benedict Jones,18,4.05,39,Sophomore,Culinary
Mac Garcia,19,3.96,59,Victory Lap,Computer Science
Alexis Johnson,19,2.13,14,Sophomore,Culinary
Emma Moore,14,2.34,36,Sophomore,Marketing
Marge Manukyan,17,2.17,58,Freshman,Construction
Jill Anderson,18,1.05,13,Sophomore,Criminal Justice
Ben Garcia,17,1.91,18,Sophomore,Business
Benedict Anderson,17,3.03,34,Junior,Business
Elijah Wilson,17,3.84,7,Victory Lap,Early College
Kyan Wilson,19,1.27,22,Senior,Early Childhood Education
Jane Smith,19,4.03,16,Victory Lap,Business
Eliana Brown,17,0.42,31,Senior,Business
Noah Davis,14,2.8,6,Sophomore,Marketing
Andrew Davis,16,3.7,25,Freshman,Marketing
Ben Anderson,15,1.31,10,Freshman,Computer Science
Kaden Brown,14,1.73,42,Freshman,Early College
Keaton Manukyan,19,3.4,9,Junior,Computer Science
Benedict DeFreitas,16,2.81,52,Freshman,Construction
Alexis DeFreitas,19,2.17,23,Senior,Construction
Kaden DeFreitas,17,3.77,37,Victory Lap,Criminal Justice
Kaden Manukyan,18,3.69,30,Junior,Computer Science
Mac Garcia,17,3.76,31,Senior,Bio Med
Aiden Willaims,16,1.87,37,Senior,Criminal Justice
Jill Foster,17,1.46,45,Junior,Bio Med
Danielle Johnson,17,2.97,57,Senior,Criminal Justice
Katerina Miller,14,3.56,17,Senior,Marketing
Lucian Davis,19,2.77,3,Senior,Early College
Kaden Anderson,17,2.2,32,Senior,Business
Lisa Manukyan,16,1.45,57,Freshman,Computer Science
Alexis Willaims,18,1.82,58,Senior,Business
Roman Davis,16,2.21,26,Victory Lap,Bio Med
Joe Jones,14,1.86,12,Freshman,Criminal Justice
Jane Smith,15,0.5,54,Sophomore,Early Childhood Education
Marge Jones,14,2.15,17,Victory Lap,Early College
Van Jones,15,0.69,12,Senior,Early Childhood Education
Ben Smith,16,2.67,17,Victory Lap,Computer Science
Katerina Davis,19,2.66,59,Freshman,Engineering
Aiden Davis,17,0.53,60,Victory Lap,Marketing
Aiden Fogarty,16,0.69,17,Freshman,Criminal Justice
Andrew Garcia,17,0.33,38,Freshman,Bio Med
Andrew Davis,19,3.59,3,Junior,Engineering
Noah Moore,16,1.7,54,Freshman,Culinary
Jill Foster,19,2.6,41,Victory Lap,Bio Med
Joe Johnson,16,3.14,26,Senior,Bio Med
Alexis Foster,19,2.96,58,Junior,Culinary
Emmy Garcia,16,2.91,37,Junior,Early College
Keaton Foster,15,0.75,35,Senior,Criminal Justice
Keaton Wilson,16,1.54,22,Victory Lap,Business
Emma Jones,15,0.46,40,Victory Lap,Early Childhood Education
Eliana Johnson,16,1.16,33,Junior,Computer Science
Rachel Jones,15,2.97,39,Junior,Early College
Benedict Johnson,16,1.99,16,Victory Lap,Computer Science
Jane Miller,19,1.08,24,Freshman,Engineering
Alexis Wilson,16,2.82,29,Sophomore,Early Childhood Education
Danielle Miller,16,1.03,24,Victory Lap,Criminal Justice
Noah Manukyan,14,2.32,0,Senior,Business
Roman Willaims,14,3.25,51,Junior,Culinary
Marge Fogarty,18,2.27,58,Senior,Bio Med
Kaden Miller,15,2.68,57,Victory Lap,Marketing
Van Manukyan,19,1.74,59,Junior,Marketing
Emma Jones,19,0.57,42,Senior,Computer Science
Benedict Davis,17,1.09,15,Freshman,Early College
Roman DeFreitas,17,4.11,25,Sophomore,Bio Med
Jill Anderson,14,2.54,59,Junior,Bio Med
Rachel Willaims,19,1.6,29,Freshman,Early Childhood Education
Marge Moore,15,1.46,41,Freshman,Construction
Danielle Johnson,15,3.08,47,Junior,Engineering
Danielle Miller,17,0.52,48,Senior,Bio Med
Joe Johnson,15,0.45,32,Sophomore,Culinary
Elijah Davis,19,2.6,1,Junior,Bio Med
Joe Wilson,19,1.57,24,Victory Lap,Bio Med
Eliana Garcia,18,1.25,4,Junior,Engineering
Mac Davis,15,1.84,26,Victory Lap,Construction
Joe Johnson,16,3.32,32,Victory Lap,Construction
Kaden Brown,16,0.91,19,Victory Lap,Computer Science
Danielle DeFreitas,15,0.34,43,Victory Lap,Computer Science
Jill Foster,15,3.79,30,Sophomore,Culinary
Jane Foster,17,2.05,43,Freshman,Engineering
Rachel Johnson,16,3.3,17,Senior,Construction
Marge Anderson,19,1.94,29,Victory Lap,Bio Med
Benedict Garcia,17,2.98,27,Victory Lap,Marketing
Alexis Miller,18,0.43,36,Junior,Criminal Justice
Emma Brown,17,3.42,49,Victory Lap,Computer Science
Eliana Moore,19,0.33,43,Senior,Business
Katerina Miller,17,1.66,38,Senior,Culinary
Danielle Wilson,16,1.69,16,Victory Lap,Computer Science
Katerina Foster,16,3.05,12,Victory Lap,Construction
Emma DeFreitas,16,2.66,55,Freshman,Marketing
Eliana Smith,15,4.26,55,Victory Lap,Early College
Lisa Fogarty,18,1.57,6,Junior,Marketing
Kaden Garcia,14,3.65,45,Senior,Computer Science
Emmy Wilson,19,3.9,17,Junior,Marketing
Ben Moore,14,3.8,56,Sophomore,Construction
Benedict DeFreitas,16,2.81,39,Senior,Early Childhood Education
Lisa Garcia,16,1.98,3,Victory Lap,Computer Science
Jane Foster,15,3.47,36,Senior,Bio Med
Jill Johnson,17,0.86,59,Junior,Criminal Justice
Jill Fogarty,18,0.64,29,Sophomore,Construction
Alexis Brown,14,3.35,8,Sophomore,Business
Jane Willaims,15,1.92,2,Freshman,Criminal Justice
Joe DeFreitas,14,0.7,23,Junior,Business
Marge Davis,19,4.22,0,Victory Lap,Early College
Danielle Foster,15,1.06,4,Victory Lap,Construction
Joe Jones,19,1.2,35,Freshman,Early Childhood Education
Joe Wilson,17,0.32,15,Sophomore,Computer Science
Keaton Miller,15,2.22,26,Junior,Marketing
Eliana Wilson,18,3.16,29,Sophomore,Engineering
Marge Jones,18,3.8,40,Freshman,Engineering
Noah Davis,19,2.4,38,Junior,Marketing
Eliana Foster,14,3.98,7,Victory Lap,Construction
Rachel Garcia,14,1.74,47,Junior,Bio Med
